Timestep,Susecptible,Infected,Recovered,Deceased
0.1,98.901,1.084,0.01,0.005
0.2,98.7938,1.17495,0.02084,0.01042
0.3,98.6777,1.2734,0.0325895,0.0162947
0.4,98.5521,1.37996,0.0453235,0.0226618
0.5,98.4161,1.49526,0.0591231,0.0295615
0.6,98.2689,1.61998,0.0740756,0.0370378
0.7,98.1097,1.75488,0.0902755,0.0451377
0.8,97.9375,1.90073,0.107824,0.0539121
0.9,97.7514,2.05837,0.126832,0.0634158
1,97.5502,2.2287,0.147415,0.0737076
1.1,97.3328,2.41268,0.169702,0.0848511
1.2,97.0979,2.61132,0.193829,0.0969145
1.3,96.8444,2.82571,0.219942,0.109971
1.4,96.5707,3.05697,0.248199,0.1241
1.5,96.2755,3.30633,0.278769,0.139385
1.6,95.9572,3.57506,0.311832,0.155916
1.7,95.6141,3.86448,0.347583,0.173791
1.8,95.2446,4.17602,0.386228,0.193114
1.9,94.8469,4.51112,0.427988,0.213994
2,94.419,4.87132,0.473099,0.23655
2.1,93.9591,5.25819,0.521812,0.260906
2.2,93.465,5.67338,0.574394,0.287197
2.3,92.9348,6.11854,0.631128,0.315564
2.4,92.3661,6.59539,0.692313,0.346157
2.5,91.757,7.10564,0.758267,0.379134
2.6,91.105,7.65105,0.829324,0.414662
2.7,90.4079,8.23334,0.905834,0.452917
2.8,89.6636,8.85419,0.988168,0.494084
2.9,88.8697,9.51528,1.07671,0.538355
3,88.024,10.2182,1.17186,0.585931
3.1,87.1246,10.9643,1.27404,0.637022
3.2,86.1693,11.7551,1.38369,0.691844
3.3,85.1564,12.5917,1.50124,0.750619
3.4,84.0841,13.4751,1.62716,0.813578
3.5,82.9511,14.4061,1.76191,0.880954
3.6,81.7561,15.385,1.90597,0.952984
3.7,80.4983,16.412,2.05982,1.02991
3.8,79.1771,17.487,2.22394,1.11197
3.9,77.7926,18.6092,2.39881,1.1994
4,76.3449,19.7777,2.5849,1.29245
4.1,74.835,20.991,2.78268,1.39134
4.2,73.2641,22.247,2.99259,1.49629
4.3,71.6342,23.5432,3.21506,1.60753
4.4,69.9477,24.8766,3.45049,1.72524
4.5,68.2076,26.2435,3.69926,1.84963
4.6,66.4176,27.6398,3.96169,1.98084
4.7,64.5819,29.061,4.23809,2.11904
4.8,62.7051,30.5019,4.5287,2.26435
4.9,60.7924,31.957,4.83372,2.41686
5,58.8497,33.4204,5.15329,2.57664
5.1,56.8829,34.8859,5.48749,2.74375
5.2,54.8985,36.347,5.83635,2.91817
5.3,52.9031,37.7972,6.19982,3.09991
5.4,50.9035,39.2298,6.57779,3.2889
5.5,48.9066,40.6383,6.97009,3.48504
5.6,46.9191,42.0162,7.37647,3.68824
5.7,44.9477,43.3573,7.79663,3.89832
5.8,42.9989,44.6558,8.23021,4.1151
5.9,41.0788,45.9061,8.67676,4.33838
6,39.193,47.1032,9.13582,4.56791
6.1,37.3469,48.2428,9.60686,4.80343
6.2,35.5452,49.3209,10.0893,5.04464
6.3,33.7921,50.3342,10.5825,5.29125
6.4,32.0912,51.2801,11.0858,5.54292
6.5,30.4455,52.1565,11.5986,5.79932
6.6,28.8576,52.9621,12.1202,6.0601
6.7,27.3292,53.696,12.6498,6.32491
6.8,25.8618,54.3581,13.1868,6.59339
6.9,24.456,54.9485,13.7304,6.86518
7,23.1121,55.4681,14.2798,7.13992
7.1,21.8302,55.918,14.8345,7.41726
7.2,20.6095,56.3,15.3937,7.69685
7.3,19.4492,56.6158,15.9567,7.97835
7.4,18.348,56.8677,16.5229,8.26143
7.5,17.3046,57.0581,17.0915,8.54577
7.6,16.3172,57.1896,17.6621,8.83106
7.7,15.3841,57.2649,18.234,9.11701
7.79999,14.5031,57.2869,18.8067,9.40333
7.89999,13.6723,57.2584,19.3795,9.68977
7.99999,12.8894,57.1824,19.9521,9.97606
8.09999,12.1524,57.0617,20.5239,10.262
8.2,11.4589,56.8992,21.0946,10.5473
8.3,10.8069,56.6977,21.6636,10.8318
8.4,10.1942,56.46,22.2305,11.1153
8.5,9.61863,56.1887,22.7951,11.3976
8.6,9.07817,55.8863,23.357,11.6785
8.7,8.57083,55.5553,23.9159,11.9579
8.8,8.09467,55.1982,24.4714,12.2357
8.9,7.64786,54.817,25.0234,12.5117
9,7.22863,54.414,25.5716,12.7858
9.1,6.83529,53.9911,26.1157,13.0579
9.2,6.46625,53.5503,26.6556,13.3278
9.3,6.11998,53.0933,27.1911,13.5956
9.4,5.79505,52.6218,27.7221,13.861
9.5,5.4901,52.1375,28.2483,14.1241
9.6,5.20386,51.6416,28.7697,14.3848
9.7,4.93512,51.1357,29.2861,14.643
9.8,4.68276,50.6211,29.7974,14.8987
9.9,4.44572,50.0988,30.3037,15.1518
10,4.22299,49.57,30.8046,15.4023
10.1,4.01366,49.0358,31.3003,15.6502
10.2,3.81684,48.4971,31.7907,15.8953
10.3,3.63174,47.9548,32.2757,16.1378
10.4,3.45758,47.4096,32.7552,16.3776
10.5,3.29366,46.8624,33.2293,16.6147
10.6,3.13931,46.3138,33.6979,16.849
10.7,2.99392,45.7645,34.1611,17.0805
10.8,2.8569,45.215,34.6187,17.3094
10.9,2.72773,44.666,35.0709,17.5354
11,2.60589,44.1178,35.5175,17.7588
11.1,2.49092,43.571,35.9587,17.9794
11.2,2.38239,43.026,36.3944,18.1972
11.3,2.27989,42.4831,36.8247,18.4123
11.4,2.18303,41.9427,37.2495,18.6248
11.5,2.09147,41.4051,37.6689,18.8345
11.6,2.00487,40.8706,38.083,19.0415
11.7,1.92293,40.3395,38.4917,19.2458
11.8,1.84536,39.812,38.8951,19.4475
11.9,1.77189,39.2883,39.2932,19.6466
12,1.70228,38.7686,39.6861,19.843
12.1,1.63628,38.253,40.0738,20.0369
12.2,1.57369,37.7418,40.4563,20.2282
12.3,1.5143,37.2351,40.8337,20.4169
12.4,1.45791,36.733,41.2061,20.603
12.5,1.40436,36.2355,41.5734,20.7867
12.6,1.35347,35.7429,41.9358,20.9679
12.7,1.30509,35.2551,42.2932,21.1466
12.8,1.25908,34.7723,42.6457,21.3229
12.9,1.2153,34.2945,42.9935,21.4967
13,1.17362,33.8218,43.3364,21.6682
13.1,1.13393,33.3541,43.6746,21.8373
13.2,1.09611,32.8916,44.0082,22.0041
13.3,1.06005,32.4343,44.3371,22.1685
13.4,1.02567,31.9822,44.6614,22.3307
13.5,0.992869,31.5353,44.9813,22.4906
13.6,0.961559,31.0935,45.2966,22.6483
13.7,0.931661,30.657,45.6075,22.8038
13.8,0.903099,30.2257,45.9141,22.9571
13.9,0.875802,29.7996,46.2164,23.1082
14,0.849703,29.3788,46.5144,23.2572
14.1,0.82474,28.963,46.8082,23.4041
14.2,0.800853,28.5525,47.0978,23.5489
14.3,0.777987,28.1471,47.3833,23.6917
14.4,0.756089,27.7467,47.6648,23.8324
14.5,0.73511,27.3515,47.9422,23.9711
14.6,0.715003,26.9614,48.2158,24.1079
14.7,0.695726,26.5762,48.4854,24.2427
14.8,0.677236,26.1961,48.7511,24.3756
14.9,0.659495,25.8209,49.0131,24.5065
15,0.642466,25.4506,49.2713,24.6357
15.1,0.626115,25.0852,49.5258,24.7629
15.2,0.610409,24.7246,49.7767,24.8883
15.3,0.595317,24.3688,50.0239,25.012
15.4,0.58081,24.0178,50.2676,25.1338
15.5,0.56686,23.6715,50.5078,25.2539
15.6,0.553442,23.3298,50.7445,25.3722
15.7,0.54053,22.9928,50.9778,25.4889
15.8,0.528102,22.6603,51.2077,25.6039
15.9,0.516135,22.3324,51.4343,25.7172
16,0.504608,22.0089,51.6576,25.8288
16.1,0.493502,21.6899,51.8777,25.9389
16.2,0.482798,21.3753,52.0946,26.0473
16.3,0.472478,21.0649,52.3084,26.1542
16.4,0.462526,20.7589,52.519,26.2595
16.5,0.452924,20.4571,52.7266,26.3633
16.6,0.443658,20.1596,52.9312,26.4656
16.7,0.434715,19.8661,53.1328,26.5664
16.8,0.426078,19.5767,53.3314,26.6657
16.9,0.417737,19.2914,53.5272,26.7636
17,0.409678,19.0101,53.7201,26.8601
17.1,0.40189,18.7328,53.9102,26.9551
17.2,0.394362,18.4593,54.0976,27.0488
17.3,0.387082,18.1897,54.2822,27.1411
17.4,0.380041,17.9239,54.4641,27.232
17.5,0.37323,17.6618,54.6433,27.3216
17.6,0.366638,17.4035,54.8199,27.41
17.7,0.360257,17.1488,54.9939,27.497
17.8,0.354079,16.8978,55.1654,27.5827
17.9,0.348096,16.6503,55.3344,27.6672
18,0.3423,16.4063,55.5009,27.7505
18.1,0.336684,16.1659,55.665,27.8325
18.2,0.331241,15.9288,55.8266,27.9133
18.3,0.325965,15.6952,55.9859,27.993
18.4,0.320849,15.4648,56.1429,28.0714
18.5,0.315887,15.2378,56.2975,28.1488
18.6,0.311073,15.0141,56.4499,28.2249
18.7,0.306403,14.7935,56.6,28.3
18.8,0.30187,14.5762,56.748,28.374
18.9,0.29747,14.3619,56.8937,28.4469
19,0.293198,14.1508,57.0374,28.5187
19.1,0.289049,13.9427,57.1789,28.5894
19.2,0.285019,13.7375,57.3183,28.6591
19.3,0.281103,13.5354,57.4557,28.7278
19.4,0.277298,13.3362,57.591,28.7955
19.5,0.2736,13.1398,57.7244,28.8622
19.6,0.270005,12.9463,57.8558,28.9279
19.7,0.26651,12.7556,57.9852,28.9926
19.8,0.26311,12.5677,58.1128,29.0564
19.9,0.259804,12.3825,58.2385,29.1192
20,0.256587,12.2,58.3623,29.1812
20.1,0.253456,12.0201,58.4843,29.2422
20.2,0.25041,11.8428,58.6045,29.3023
20.3,0.247444,11.6682,58.7229,29.3615
20.4,0.244557,11.496,58.8396,29.4198
20.5,0.241745,11.3264,58.9546,29.4773
20.6,0.239007,11.1592,59.0678,29.5339
20.7,0.23634,10.9945,59.1794,29.5897
20.8,0.233742,10.8322,59.2894,29.6447
20.9,0.23121,10.6722,59.3977,29.6988
21,0.228742,10.5146,59.5044,29.7522
21.1,0.226337,10.3593,59.6096,29.8048
21.2,0.223992,10.2063,59.7132,29.8566
21.3,0.221706,10.0555,59.8152,29.9076
21.4,0.219477,9.90686,59.9158,29.9579
21.5,0.217303,9.76043,60.0148,30.0074
21.6,0.215182,9.61615,60.1124,30.0562
21.7,0.213112,9.47397,60.2086,30.1043
21.8,0.211093,9.33388,60.3033,30.1517
21.9,0.209123,9.19584,60.3967,30.1983
22,0.2072,9.05983,60.4886,30.2443
22.1,0.205323,8.92581,60.5792,30.2896
22.2,0.20349,8.79376,60.6685,30.3343
22.3,0.201701,8.66364,60.7564,30.3782
22.4,0.199953,8.53543,60.8431,30.4215
22.5,0.198247,8.40911,60.9284,30.4642
22.6,0.196579,8.28464,61.0125,30.5063
22.7001,0.194951,8.162,61.0954,30.5477
22.8001,0.19336,8.04116,61.177,30.5885
22.9001,0.191805,7.92209,61.2574,30.6287
23.0001,0.190285,7.80478,61.3366,30.6683
23.1001,0.1888,7.6892,61.4147,30.7073
23.2001,0.187349,7.57531,61.4916,30.7458
23.3001,0.185929,7.4631,61.5673,30.7837
23.4001,0.184542,7.35254,61.6419,30.821
23.5001,0.183185,7.24361,61.7155,30.8577
23.6001,0.181858,7.13628,61.7879,30.894
23.7001,0.18056,7.03054,61.8593,30.9296
23.8001,0.179291,6.92635,61.9296,30.9648
23.9001,0.178049,6.82369,61.9988,30.9994
24.0001,0.176834,6.72255,62.0671,31.0335
24.1001,0.175645,6.6229,62.1343,31.0672
24.2001,0.174482,6.52472,62.2005,31.1003
24.3001,0.173343,6.42799,62.2658,31.1329
24.4001,0.172229,6.33269,62.3301,31.165
24.5001,0.171138,6.23879,62.3934,31.1967
24.6001,0.170071,6.14627,62.4558,31.2279
24.7001,0.169025,6.05512,62.5172,31.2586
24.8001,0.168002,5.96532,62.5778,31.2889
24.9001,0.167,5.87684,62.6374,31.3187
25.0001,0.166018,5.78967,62.6962,31.3481
25.1001,0.165057,5.70379,62.7541,31.3771
25.2001,0.164116,5.61917,62.8111,31.4056
25.3001,0.163194,5.53581,62.8673,31.4337
25.4001,0.16229,5.45367,62.9227,31.4613
25.5001,0.161405,5.37275,62.9772,31.4886
25.6001,0.160538,5.29303,63.031,31.5155
25.7001,0.159688,5.21448,63.0839,31.5419
25.8001,0.158855,5.1371,63.136,31.568
25.9001,0.158039,5.06086,63.1874,31.5937
26.0001,0.15724,4.98574,63.238,31.619
26.1001,0.156456,4.91174,63.2879,31.6439
26.2001,0.155687,4.83883,63.337,31.6685
26.3001,0.154934,4.76701,63.3854,31.6927
26.4001,0.154195,4.69624,63.433,31.7165
26.5001,0.153471,4.62652,63.48,31.74
26.6001,0.152761,4.55783,63.5263,31.7631
26.7001,0.152065,4.49016,63.5718,31.7859
26.8001,0.151382,4.42349,63.6168,31.8084
26.9001,0.150712,4.35781,63.661,31.8305
27.0001,0.150056,4.2931,63.7046,31.8523
27.1001,0.149411,4.22935,63.7475,31.8737
27.2001,0.148779,4.16654,63.7898,31.8949
27.3001,0.14816,4.10466,63.8315,31.9157
27.4001,0.147551,4.0437,63.8725,31.9363
27.5001,0.146955,3.98364,63.9129,31.9565
27.6001,0.146369,3.92447,63.9528,31.9764
27.7001,0.145795,3.86618,63.992,31.996
27.8001,0.145231,3.80875,64.0307,32.0153
27.9001,0.144678,3.75217,64.0688,32.0344
28.0001,0.144135,3.69643,64.1063,32.0531
28.1001,0.143603,3.64152,64.1433,32.0716
28.2001,0.14308,3.58742,64.1797,32.0898
28.3001,0.142566,3.53412,64.2155,32.1078
28.4001,0.142062,3.48161,64.2509,32.1254
28.5001,0.141568,3.42988,64.2857,32.1429
28.6001,0.141082,3.37892,64.32,32.16
28.7001,0.140606,3.32871,64.3538,32.1769
28.8001,0.140138,3.27925,64.3871,32.1935
28.9001,0.139678,3.23052,64.4199,32.2099
29.0001,0.139227,3.18251,64.4522,32.2261
29.1001,0.138784,3.13522,64.484,32.242
29.2001,0.138349,3.08863,64.5154,32.2577
29.3001,0.137921,3.04272,64.5462,32.2731
29.4001,0.137502,2.9975,64.5767,32.2883
29.5001,0.137089,2.95295,64.6066,32.3033
29.6001,0.136685,2.90906,64.6362,32.3181
29.7001,0.136287,2.86582,64.6653,32.3326
29.8001,0.135896,2.82323,64.6939,32.347
29.9001,0.135513,2.78126,64.7221,32.3611
30.0001,0.135136,2.73992,64.75,32.375
30.1001,0.134766,2.69919,64.7774,32.3887
30.2001,0.134402,2.65907,64.8044,32.4022
30.3001,0.134044,2.61954,64.8309,32.4155
30.4001,0.133693,2.5806,64.8571,32.4286
30.5001,0.133348,2.54223,64.8829,32.4415
30.6001,0.133009,2.50444,64.9084,32.4542
30.7001,0.132676,2.46721,64.9334,32.4667
30.8001,0.132349,2.43052,64.9581,32.479
30.9001,0.132027,2.39439,64.9824,32.4912
31.0001,0.131711,2.35879,65.0063,32.5032
31.1001,0.1314,2.32372,65.0299,32.515
31.2001,0.131095,2.28917,65.0532,32.5266
31.3001,0.130795,2.25513,65.0761,32.538
31.4001,0.1305,2.2216,65.0986,32.5493
31.5001,0.13021,2.18856,65.1208,32.5604
31.6001,0.129925,2.15602,65.1427,32.5714
31.7001,0.129645,2.12396,65.1643,32.5821
31.8001,0.12937,2.09238,65.1855,32.5928
31.9001,0.129099,2.06126,65.2064,32.6032
32.0001,0.128833,2.03061,65.227,32.6135
32.1001,0.128571,2.00041,65.2473,32.6237
32.2001,0.128314,1.97066,65.2673,32.6337
32.3001,0.128061,1.94135,65.2871,32.6435
32.4001,0.127813,1.91248,65.3065,32.6532
32.5001,0.127568,1.88404,65.3256,32.6628
32.6001,0.127328,1.85602,65.3444,32.6722
32.7001,0.127091,1.82842,65.363,32.6815
32.8001,0.126859,1.80122,65.3813,32.6906
32.9001,0.126631,1.77443,65.3993,32.6996
33.0001,0.126406,1.74804,65.417,32.7085
33.1001,0.126185,1.72204,65.4345,32.7173
33.2001,0.125968,1.69643,65.4517,32.7259
33.3001,0.125754,1.67119,65.4687,32.7344
33.4001,0.125544,1.64634,65.4854,32.7427
33.5001,0.125337,1.62185,65.5019,32.7509
33.6001,0.125134,1.59772,65.5181,32.759
33.7001,0.124934,1.57396,65.5341,32.767
33.8001,0.124737,1.55055,65.5498,32.7749
33.9001,0.124544,1.52748,65.5653,32.7827
34.0001,0.124354,1.50476,65.5806,32.7903
34.1001,0.124166,1.48237,65.5956,32.7978
34.2001,0.123982,1.46032,65.6105,32.8052
34.3,0.123801,1.4386,65.6251,32.8125
34.4,0.123623,1.4172,65.6395,32.8197
34.5,0.123448,1.39612,65.6536,32.8268
34.6,0.123276,1.37535,65.6676,32.8338
34.7,0.123106,1.35489,65.6813,32.8407
34.8,0.122939,1.33473,65.6949,32.8474
34.9,0.122775,1.31487,65.7082,32.8541
35,0.122614,1.29531,65.7214,32.8607
35.1,0.122455,1.27604,65.7343,32.8672
35.2,0.122299,1.25706,65.7471,32.8735
35.3,0.122145,1.23835,65.7597,32.8798
35.4,0.121994,1.21993,65.7721,32.886
35.5,0.121845,1.20178,65.7843,32.8921
35.6,0.121698,1.1839,65.7963,32.8981
35.7,0.121554,1.16628,65.8081,32.9041
35.8,0.121413,1.14893,65.8198,32.9099
35.9,0.121273,1.13184,65.8313,32.9156
36,0.121136,1.115,65.8426,32.9213
36.1,0.121001,1.09841,65.8537,32.9269
36.2,0.120868,1.08206,65.8647,32.9324
36.3,0.120737,1.06596,65.8755,32.9378
36.4,0.120608,1.0501,65.8862,32.9431
36.5,0.120482,1.03448,65.8967,32.9483
36.6,0.120357,1.01909,65.907,32.9535
36.7,0.120234,1.00392,65.9172,32.9586
36.8,0.120114,0.988984,65.9273,32.9636
36.9,0.119995,0.974268,65.9372,32.9686
37,0.119878,0.959771,65.9469,32.9735
37.1,0.119763,0.945489,65.9565,32.9782
37.2,0.11965,0.93142,65.966,32.983
37.3,0.119538,0.91756,65.9753,32.9876
37.4,0.119429,0.903907,65.9844,32.9922
37.5,0.119321,0.890456,65.9935,32.9967
37.6,0.119214,0.877205,66.0024,33.0012
37.7,0.11911,0.864152,66.0112,33.0056
37.8,0.119007,0.851293,66.0198,33.0099
37.9,0.118906,0.838624,66.0283,33.0142
38,0.118806,0.826145,66.0367,33.0183
38.1,0.118708,0.813851,66.045,33.0225
38.2,0.118611,0.80174,66.0531,33.0265
38.3,0.118516,0.789809,66.0611,33.0306
38.4,0.118422,0.778055,66.069,33.0345
38.5,0.11833,0.766476,66.0768,33.0384
38.6,0.11824,0.75507,66.0845,33.0422
38.7,0.11815,0.743833,66.092,33.046
38.8,0.118062,0.732764,66.0994,33.0497
38.9,0.117976,0.721859,66.1068,33.0534
39,0.117891,0.711116,66.114,33.057
39.1,0.117807,0.700533,66.1211,33.0606
39.2,0.117724,0.690108,66.1281,33.0641
39.3,0.117643,0.679837,66.135,33.0675
39.4,0.117563,0.66972,66.1418,33.0709
39.5,0.117484,0.659753,66.1485,33.0743
39.6,0.117407,0.649934,66.1551,33.0776
39.7,0.117331,0.640261,66.1616,33.0808
39.8,0.117256,0.630732,66.168,33.084
39.9,0.117182,0.621345,66.1743,33.0872
40,0.117109,0.612098,66.1805,33.0903
40.1,0.117037,0.602988,66.1866,33.0933
40.2,0.116966,0.594014,66.1927,33.0963
40.3,0.116897,0.585173,66.1986,33.0993
40.4,0.116829,0.576464,66.2045,33.1022
40.5,0.116761,0.567884,66.2102,33.1051
40.6,0.116695,0.559432,66.2159,33.108
40.7,0.11663,0.551106,66.2215,33.1108
40.7999,0.116565,0.542904,66.227,33.1135
40.8999,0.116502,0.534824,66.2324,33.1162
40.9999,0.11644,0.526864,66.2378,33.1189
41.0999,0.116378,0.519022,66.2431,33.1215
41.1999,0.116318,0.511297,66.2483,33.1241
41.2999,0.116259,0.503687,66.2534,33.1267
41.3999,0.1162,0.49619,66.2584,33.1292
41.4999,0.116142,0.488805,66.2634,33.1317
41.5999,0.116086,0.48153,66.2683,33.1341
41.6999,0.11603,0.474363,66.2731,33.1365
41.7999,0.115975,0.467302,66.2778,33.1389
41.8999,0.11592,0.460347,66.2825,33.1412
41.9999,0.115867,0.453495,66.2871,33.1435
42.0999,0.115815,0.446745,66.2916,33.1458
42.1999,0.115763,0.440096,66.2961,33.148
42.2999,0.115712,0.433545,66.3005,33.1502
42.3999,0.115662,0.427092,66.3048,33.1524
42.4999,0.115612,0.420735,66.3091,33.1546
42.5999,0.115564,0.414473,66.3133,33.1567
42.6999,0.115516,0.408304,66.3175,33.1587
42.7999,0.115469,0.402226,66.3215,33.1608
42.8999,0.115422,0.396239,66.3256,33.1628
42.9999,0.115376,0.390342,66.3295,33.1648
43.0999,0.115331,0.384531,66.3334,33.1667
43.1999,0.115287,0.378808,66.3373,33.1686
43.2999,0.115243,0.373169,66.3411,33.1705
43.3999,0.1152,0.367615,66.3448,33.1724
43.4999,0.115158,0.362143,66.3485,33.1742
43.5999,0.115116,0.356753,66.3521,33.176
43.6999,0.115075,0.351442,66.3557,33.1778
43.7999,0.115035,0.346211,66.3592,33.1796
43.8999,0.114995,0.341058,66.3626,33.1813
43.9999,0.114956,0.335981,66.366,33.183
44.0999,0.114917,0.33098,66.3694,33.1847
44.1999,0.114879,0.326053,66.3727,33.1864
44.2999,0.114842,0.3212,66.376,33.188
44.3999,0.114805,0.316419,66.3792,33.1896
44.4999,0.114768,0.311709,66.3823,33.1912
44.5999,0.114733,0.307069,66.3855,33.1927
44.6999,0.114697,0.302498,66.3885,33.1943
44.7999,0.114663,0.297996,66.3916,33.1958
44.8999,0.114629,0.29356,66.3945,33.1973
44.9999,0.114595,0.28919,66.3975,33.1987
45.0999,0.114562,0.284885,66.4004,33.2002
45.1999,0.114529,0.280645,66.4032,33.2016
45.2999,0.114497,0.276467,66.406,33.203
45.3999,0.114465,0.272352,66.4088,33.2044
45.4999,0.114434,0.268298,66.4115,33.2058
45.5999,0.114403,0.264304,66.4142,33.2071
45.6999,0.114373,0.26037,66.4168,33.2084
45.7999,0.114343,0.256494,66.4194,33.2097
45.8999,0.114314,0.252676,66.422,33.211
45.9999,0.114285,0.248914,66.4245,33.2123
46.0999,0.114257,0.245209,66.427,33.2135
46.1999,0.114229,0.241559,66.4295,33.2147
46.2999,0.114201,0.237963,66.4319,33.2159
46.3999,0.114174,0.234421,66.4343,33.2171
46.4999,0.114147,0.230931,66.4366,33.2183
46.5999,0.114121,0.227494,66.4389,33.2195
46.6999,0.114095,0.224107,66.4412,33.2206
46.7999,0.114069,0.220771,66.4434,33.2217
46.8999,0.114044,0.217485,66.4456,33.2228
46.9999,0.114019,0.214248,66.4478,33.2239
47.0999,0.113995,0.211058,66.45,33.225
47.1999,0.113971,0.207916,66.4521,33.226
47.2999,0.113947,0.204821,66.4542,33.2271
47.3998,0.113924,0.201772,66.4562,33.2281
47.4998,0.113901,0.198769,66.4582,33.2291
47.5998,0.113878,0.19581,66.4602,33.2301
47.6998,0.113856,0.192895,66.4622,33.2311
47.7998,0.113834,0.190024,66.4641,33.232
47.8998,0.113812,0.187195,66.466,33.233
47.9998,0.113791,0.184408,66.4679,33.2339
48.0998,0.11377,0.181663,66.4697,33.2349
48.1998,0.113749,0.178959,66.4715,33.2358
48.2998,0.113729,0.176295,66.4733,33.2367
48.3998,0.113709,0.17367,66.4751,33.2375
48.4998,0.113689,0.171085,66.4768,33.2384
48.5998,0.11367,0.168538,66.4785,33.2393
48.6998,0.113651,0.166029,66.4802,33.2401
48.7998,0.113632,0.163558,66.4819,33.2409
48.8998,0.113613,0.161123,66.4835,33.2418
48.9998,0.113595,0.158724,66.4851,33.2426
49.0998,0.113577,0.156362,66.4867,33.2434
49.1998,0.113559,0.154034,66.4883,33.2441
49.2998,0.113542,0.151741,66.4898,33.2449
49.3998,0.113524,0.149482,66.4913,33.2457
49.4998,0.113507,0.147257,66.4928,33.2464
49.5998,0.113491,0.145065,66.4943,33.2471
49.6998,0.113474,0.142905,66.4957,33.2479
49.7998,0.113458,0.140778,66.4972,33.2486
49.8998,0.113442,0.138682,66.4986,33.2493
49.9998,0.113426,0.136618,66.5,33.25
50.0998,0.113411,0.134584,66.5013,33.2507
50.1998,0.113395,0.13258,66.5027,33.2513
50.2998,0.11338,0.130607,66.504,33.252
50.3998,0.113366,0.128662,66.5053,33.2527
50.4998,0.113351,0.126747,66.5066,33.2533
50.5998,0.113337,0.12486,66.5079,33.2539
50.6998,0.113323,0.123001,66.5091,33.2546
50.7998,0.113309,0.12117,66.5103,33.2552
50.8998,0.113295,0.119367,66.5116,33.2558
50.9998,0.113281,0.11759,66.5128,33.2564
51.0998,0.113268,0.115839,66.5139,33.257
51.1998,0.113255,0.114115,66.5151,33.2575
51.2998,0.113242,0.112416,66.5162,33.2581
51.3998,0.113229,0.110742,66.5174,33.2587
51.4998,0.113217,0.109094,66.5185,33.2592
51.5998,0.113204,0.10747,66.5196,33.2598
51.6998,0.113192,0.10587,66.5206,33.2603
51.7998,0.11318,0.104294,66.5217,33.2608
51.8998,0.113168,0.102741,66.5227,33.2614
51.9998,0.113157,0.101212,66.5238,33.2619
52.0998,0.113145,0.0997049,66.5248,33.2624
52.1998,0.113134,0.0982206,66.5258,33.2629
52.2998,0.113123,0.0967584,66.5267,33.2634
52.3998,0.113112,0.095318,66.5277,33.2639
52.4998,0.113101,0.093899,66.5287,33.2643
52.5998,0.113091,0.0925011,66.5296,33.2648
52.6998,0.11308,0.0911241,66.5305,33.2653
52.7998,0.11307,0.0897675,66.5314,33.2657
52.8998,0.11306,0.0884311,66.5323,33.2662
52.9998,0.11305,0.0871147,66.5332,33.2666
53.0998,0.11304,0.0858178,66.5341,33.267
53.1998,0.11303,0.0845402,66.535,33.2675
53.2998,0.113021,0.0832817,66.5358,33.2679
53.3998,0.113011,0.0820419,66.5366,33.2683
53.4998,0.113002,0.0808205,66.5375,33.2687
53.5998,0.112993,0.0796173,66.5383,33.2691
53.6998,0.112984,0.0784321,66.5391,33.2695
53.7998,0.112975,0.0772645,66.5398,33.2699
53.8997,0.112966,0.0761142,66.5406,33.2703
53.9997,0.112958,0.0749811,66.5414,33.2707
54.0997,0.112949,0.0738649,66.5421,33.2711
54.1997,0.112941,0.0727652,66.5429,33.2714
54.2997,0.112933,0.071682,66.5436,33.2718
54.3997,0.112924,0.0706148,66.5443,33.2722
54.4997,0.112916,0.0695636,66.545,33.2725
54.5997,0.112909,0.068528,66.5457,33.2729
54.6997,0.112901,0.0675078,66.5464,33.2732
54.7997,0.112893,0.0665028,66.5471,33.2735
54.8997,0.112886,0.0655128,66.5477,33.2739
54.9997,0.112878,0.0645375,66.5484,33.2742
55.0997,0.112871,0.0635767,66.549,33.2745
55.1997,0.112864,0.0626302,66.5497,33.2748
55.2997,0.112857,0.0616978,66.5503,33.2751
55.3997,0.11285,0.0607793,66.5509,33.2755
55.4997,0.112843,0.0598745,66.5515,33.2758
55.5997,0.112836,0.0589831,66.5521,33.2761
55.6997,0.11283,0.058105,66.5527,33.2764
55.7997,0.112823,0.05724,66.5533,33.2766
55.8997,0.112817,0.0563879,66.5539,33.2769
55.9997,0.11281,0.0555484,66.5544,33.2772
56.0997,0.112804,0.0547215,66.555,33.2775
56.1997,0.112798,0.0539068,66.5555,33.2778
56.2997,0.112792,0.0531043,66.5561,33.278
56.3997,0.112786,0.0523137,66.5566,33.2783
56.4997,0.11278,0.0515349,66.5571,33.2786
56.5997,0.112774,0.0507677,66.5576,33.2788
56.6997,0.112768,0.0500119,66.5581,33.2791
56.7997,0.112763,0.0492674,66.5586,33.2793
56.8997,0.112757,0.0485339,66.5591,33.2796
56.9997,0.112752,0.0478114,66.5596,33.2798
57.0997,0.112746,0.0470996,66.5601,33.2801
57.1997,0.112741,0.0463984,66.5606,33.2803
57.2997,0.112736,0.0457077,66.561,33.2805
57.3997,0.112731,0.0450272,66.5615,33.2807
57.4997,0.112725,0.0443569,66.5619,33.281
