Timestep,Susecptible,Infected,Recovered,Deceased
152,0.11239,3.09766e-08,66.5917,33.2959
152.1,0.11239,3.05155e-08,66.5917,33.2959
152.2,0.11239,3.00612e-08,66.5917,33.2959
152.3,0.11239,2.96136e-08,66.5917,33.2959
152.4,0.11239,2.91728e-08,66.5917,33.2959
152.5,0.11239,2.87384e-08,66.5917,33.2959
152.6,0.11239,2.83106e-08,66.5917,33.2959
152.7,0.11239,2.78891e-08,66.5917,33.2959
152.8,0.11239,2.74739e-08,66.5917,33.2959
152.9,0.11239,2.70649e-08,66.5917,33.2959
153,0.11239,2.6662e-08,66.5917,33.2959
153.1,0.11239,2.6265e-08,66.5917,33.2959
153.2,0.11239,2.5874e-08,66.5917,33.2959
153.3,0.11239,2.54888e-08,66.5917,33.2959
153.4,0.11239,2.51093e-08,66.5917,33.2959
153.5,0.11239,2.47355e-08,66.5917,33.2959
153.6,0.11239,2.43673e-08,66.5917,33.2959
153.7,0.11239,2.40045e-08,66.5917,33.2959
153.8,0.11239,2.36471e-08,66.5917,33.2959
153.9,0.11239,2.32951e-08,66.5917,33.2959
154,0.11239,2.29483e-08,66.5917,33.2959
154.1,0.11239,2.26066e-08,66.5917,33.2959
154.2,0.11239,2.22701e-08,66.5917,33.2959
154.3,0.11239,2.19385e-08,66.5917,33.2959
154.4,0.11239,2.16119e-08,66.5917,33.2959
154.5,0.11239,2.12902e-08,66.5917,33.2959
154.6,0.11239,2.09732e-08,66.5917,33.2959
154.7,0.11239,2.0661e-08,66.5917,33.2959
154.8,0.11239,2.03534e-08,66.5917,33.2959
154.9,0.11239,2.00504e-08,66.5917,33.2959
155,0.11239,1.97518e-08,66.5917,33.2959
155.1,0.11239,1.94578e-08,66.5917,33.2959
155.2,0.11239,1.91681e-08,66.5917,33.2959
155.3,0.11239,1.88827e-08,66.5917,33.2959
155.4,0.11239,1.86016e-08,66.5917,33.2959
155.5,0.11239,1.83247e-08,66.5917,33.2959
155.6,0.11239,1.80519e-08,66.5917,33.2959
155.7,0.11239,1.77831e-08,66.5917,33.2959
155.8,0.11239,1.75184e-08,66.5917,33.2959
155.9,0.11239,1.72576e-08,66.5917,33.2959
156,0.11239,1.70007e-08,66.5917,33.2959
156.1,0.11239,1.67476e-08,66.5917,33.2959
156.2,0.11239,1.64982e-08,66.5917,33.2959
156.3,0.11239,1.62526e-08,66.5917,33.2959
156.4,0.11239,1.60106e-08,66.5917,33.2959
156.5,0.11239,1.57723e-08,66.5917,33.2959
156.6,0.11239,1.55375e-08,66.5917,33.2959
156.7,0.11239,1.53062e-08,66.5917,33.2959
156.8,0.11239,1.50783e-08,66.5917,33.2959
156.9,0.11239,1.48538e-08,66.5917,33.2959
157,0.11239,1.46327e-08,66.5917,33.2959
157.1,0.11239,1.44148e-08,66.5917,33.2959
157.2,0.11239,1.42002e-08,66.5917,33.2959
157.3,0.11239,1.39888e-08,66.5917,33.2959
157.4,0.11239,1.37805e-08,66.5917,33.2959
157.5,0.11239,1.35754e-08,66.5917,33.2959
157.6,0.11239,1.33733e-08,66.5917,33.2959
157.7,0.11239,1.31742e-08,66.5917,33.2959
157.8,0.11239,1.29781e-08,66.5917,33.2959
157.9,0.11239,1.27848e-08,66.5917,33.2959
158,0.11239,1.25945e-08,66.5917,33.2959
158.1,0.11239,1.2407e-08,66.5917,33.2959
158.2,0.11239,1.22223e-08,66.5917,33.2959
158.3,0.11239,1.20403e-08,66.5917,33.2959
158.4,0.11239,1.18611e-08,66.5917,33.2959
158.5,0.11239,1.16845e-08,66.5917,33.2959
158.6,0.11239,1.15105e-08,66.5917,33.2959
158.7,0.11239,1.13392e-08,66.5917,33.2959
158.8,0.11239,1.11704e-08,66.5917,33.2959
158.9,0.11239,1.10041e-08,66.5917,33.2959
159.001,0.11239,1.08402e-08,66.5917,33.2959
159.101,0.11239,1.06789e-08,66.5917,33.2959
159.201,0.11239,1.05199e-08,66.5917,33.2959
159.301,0.11239,1.03633e-08,66.5917,33.2959
159.401,0.11239,1.0209e-08,66.5917,33.2959
159.501,0.11239,1.0057e-08,66.5917,33.2959
159.601,0.11239,9.90726e-09,66.5917,33.2959
159.701,0.11239,9.75977e-09,66.5917,33.2959
159.801,0.11239,9.61447e-09,66.5917,33.2959
159.901,0.11239,9.47133e-09,66.5917,33.2959
160.001,0.11239,9.33033e-09,66.5917,33.2959
160.101,0.11239,9.19142e-09,66.5917,33.2959
160.201,0.11239,9.05458e-09,66.5917,33.2959
160.301,0.11239,8.91978e-09,66.5917,33.2959
160.401,0.11239,8.78699e-09,66.5917,33.2959
160.501,0.11239,8.65617e-09,66.5917,33.2959
160.601,0.11239,8.5273e-09,66.5917,33.2959
160.701,0.11239,8.40035e-09,66.5917,33.2959
160.801,0.11239,8.27529e-09,66.5917,33.2959
160.901,0.11239,8.15209e-09,66.5917,33.2959
161.001,0.11239,8.03072e-09,66.5917,33.2959
161.101,0.11239,7.91116e-09,66.5917,33.2959
161.201,0.11239,7.79339e-09,66.5917,33.2959
161.301,0.11239,7.67736e-09,66.5917,33.2959
161.401,0.11239,7.56306e-09,66.5917,33.2959
161.501,0.11239,7.45047e-09,66.5917,33.2959
161.601,0.11239,7.33955e-09,66.5917,33.2959
161.701,0.11239,7.23028e-09,66.5917,33.2959
161.801,0.11239,7.12264e-09,66.5917,33.2959
161.901,0.11239,7.0166e-09,66.5917,33.2959
162.001,0.11239,6.91214e-09,66.5917,33.2959
162.101,0.11239,6.80923e-09,66.5917,33.2959
162.201,0.11239,6.70786e-09,66.5917,33.2959
162.301,0.11239,6.608e-09,66.5917,33.2959
162.401,0.11239,6.50962e-09,66.5917,33.2959
162.501,0.11239,6.41271e-09,66.5917,33.2959
162.601,0.11239,6.31724e-09,66.5917,33.2959
162.701,0.11239,6.22319e-09,66.5917,33.2959
162.801,0.11239,6.13054e-09,66.5917,33.2959
162.901,0.11239,6.03927e-09,66.5917,33.2959
163.001,0.11239,5.94936e-09,66.5917,33.2959
163.101,0.11239,5.86079e-09,66.5917,33.2959
163.201,0.11239,5.77354e-09,66.5917,33.2959
163.301,0.11239,5.68758e-09,66.5917,33.2959
163.401,0.11239,5.60291e-09,66.5917,33.2959
163.501,0.11239,5.51949e-09,66.5917,33.2959
163.601,0.11239,5.43732e-09,66.5917,33.2959
163.701,0.11239,5.35637e-09,66.5917,33.2959
163.801,0.11239,5.27663e-09,66.5917,33.2959
163.901,0.11239,5.19807e-09,66.5917,33.2959
164.001,0.11239,5.12069e-09,66.5917,33.2959
164.101,0.11239,5.04445e-09,66.5917,33.2959
164.201,0.11239,4.96935e-09,66.5917,33.2959
164.301,0.11239,4.89537e-09,66.5917,33.2959
164.401,0.11239,4.82249e-09,66.5917,33.2959
164.501,0.11239,4.75069e-09,66.5917,33.2959
164.601,0.11239,4.67997e-09,66.5917,33.2959
164.701,0.11239,4.61029e-09,66.5917,33.2959
164.801,0.11239,4.54166e-09,66.5917,33.2959
164.901,0.11239,4.47404e-09,66.5917,33.2959
165.001,0.11239,4.40743e-09,66.5917,33.2959
165.101,0.11239,4.34182e-09,66.5917,33.2959
165.201,0.11239,4.27718e-09,66.5917,33.2959
165.301,0.11239,4.2135e-09,66.5917,33.2959
165.401,0.11239,4.15077e-09,66.5917,33.2959
165.501,0.11239,4.08898e-09,66.5917,33.2959
165.601,0.11239,4.0281e-09,66.5917,33.2959
165.701,0.11239,3.96813e-09,66.5917,33.2959
165.801,0.11239,3.90906e-09,66.5917,33.2959
165.901,0.11239,3.85086e-09,66.5917,33.2959
166.001,0.11239,3.79353e-09,66.5917,33.2959
166.101,0.11239,3.73705e-09,66.5917,33.2959
166.201,0.11239,3.68142e-09,66.5917,33.2959
166.301,0.11239,3.62661e-09,66.5917,33.2959
166.401,0.11239,3.57262e-09,66.5917,33.2959
166.501,0.11239,3.51943e-09,66.5917,33.2959
166.601,0.11239,3.46704e-09,66.5917,33.2959
166.701,0.11239,3.41542e-09,66.5917,33.2959
166.801,0.11239,3.36457e-09,66.5917,33.2959
166.901,0.11239,3.31448e-09,66.5917,33.2959
167.001,0.11239,3.26514e-09,66.5917,33.2959
167.101,0.11239,3.21653e-09,66.5917,33.2959
167.201,0.11239,3.16864e-09,66.5917,33.2959
167.301,0.11239,3.12147e-09,66.5917,33.2959
167.401,0.11239,3.075e-09,66.5917,33.2959
167.501,0.11239,3.02922e-09,66.5917,33.2959
167.601,0.11239,2.98412e-09,66.5917,33.2959
167.701,0.11239,2.93969e-09,66.5917,33.2959
167.801,0.11239,2.89593e-09,66.5917,33.2959
167.901,0.11239,2.85281e-09,66.5917,33.2959
168.001,0.11239,2.81034e-09,66.5917,33.2959
168.101,0.11239,2.7685e-09,66.5917,33.2959
168.201,0.11239,2.72729e-09,66.5917,33.2959
168.301,0.11239,2.68668e-09,66.5917,33.2959
168.401,0.11239,2.64669e-09,66.5917,33.2959
168.501,0.11239,2.60728e-09,66.5917,33.2959
168.601,0.11239,2.56847e-09,66.5917,33.2959
168.701,0.11239,2.53023e-09,66.5917,33.2959
168.801,0.11239,2.49256e-09,66.5917,33.2959
168.901,0.11239,2.45545e-09,66.5917,33.2959
169.001,0.11239,2.4189e-09,66.5917,33.2959
169.101,0.11239,2.38288e-09,66.5917,33.2959
169.201,0.11239,2.34741e-09,66.5917,33.2959
169.301,0.11239,2.31246e-09,66.5917,33.2959
169.401,0.11239,2.27803e-09,66.5917,33.2959
169.501,0.11239,2.24412e-09,66.5917,33.2959
169.601,0.11239,2.21071e-09,66.5917,33.2959
169.701,0.11239,2.1778e-09,66.5917,33.2959
169.801,0.11239,2.14538e-09,66.5917,33.2959
169.901,0.11239,2.11344e-09,66.5917,33.2959
170.001,0.11239,2.08197e-09,66.5917,33.2959
170.101,0.11239,2.05098e-09,66.5917,33.2959
170.201,0.11239,2.02044e-09,66.5917,33.2959
170.301,0.11239,1.99036e-09,66.5917,33.2959
170.401,0.11239,1.96073e-09,66.5917,33.2959
170.501,0.11239,1.93154e-09,66.5917,33.2959
170.601,0.11239,1.90278e-09,66.5917,33.2959
170.701,0.11239,1.87446e-09,66.5917,33.2959
170.801,0.11239,1.84655e-09,66.5917,33.2959
170.901,0.11239,1.81906e-09,66.5917,33.2959
171.001,0.11239,1.79198e-09,66.5917,33.2959
171.101,0.11239,1.7653e-09,66.5917,33.2959
171.201,0.11239,1.73902e-09,66.5917,33.2959
171.301,0.11239,1.71313e-09,66.5917,33.2959
171.401,0.11239,1.68762e-09,66.5917,33.2959
171.501,0.11239,1.6625e-09,66.5917,33.2959
171.601,0.11239,1.63775e-09,66.5917,33.2959
171.701,0.11239,1.61337e-09,66.5917,33.2959
171.801,0.11239,1.58935e-09,66.5917,33.2959
171.901,0.11239,1.56569e-09,66.5917,33.2959
172.001,0.11239,1.54238e-09,66.5917,33.2959
172.101,0.11239,1.51941e-09,66.5917,33.2959
172.201,0.11239,1.49679e-09,66.5917,33.2959
172.301,0.11239,1.47451e-09,66.5917,33.2959
172.401,0.11239,1.45256e-09,66.5917,33.2959
172.501,0.11239,1.43093e-09,66.5917,33.2959
172.601,0.11239,1.40963e-09,66.5917,33.2959
172.701,0.11239,1.38864e-09,66.5917,33.2959
172.801,0.11239,1.36797e-09,66.5917,33.2959
172.901,0.11239,1.34761e-09,66.5917,33.2959
173.001,0.11239,1.32754e-09,66.5917,33.2959
173.101,0.11239,1.30778e-09,66.5917,33.2959
173.201,0.11239,1.28831e-09,66.5917,33.2959
173.301,0.11239,1.26913e-09,66.5917,33.2959
173.401,0.11239,1.25023e-09,66.5917,33.2959
173.501,0.11239,1.23162e-09,66.5917,33.2959
173.601,0.11239,1.21329e-09,66.5917,33.2959
173.701,0.11239,1.19522e-09,66.5917,33.2959
173.801,0.11239,1.17743e-09,66.5917,33.2959
173.901,0.11239,1.1599e-09,66.5917,33.2959
174.001,0.11239,1.14263e-09,66.5917,33.2959
174.101,0.11239,1.12562e-09,66.5917,33.2959
174.201,0.11239,1.10886e-09,66.5917,33.2959
174.301,0.11239,1.09235e-09,66.5917,33.2959
174.401,0.11239,1.07609e-09,66.5917,33.2959
174.501,0.11239,1.06007e-09,66.5917,33.2959
174.601,0.11239,1.04429e-09,66.5917,33.2959
174.701,0.11239,1.02874e-09,66.5917,33.2959
174.801,0.11239,1.01343e-09,66.5917,33.2959
174.901,0.11239,9.98339e-10,66.5917,33.2959
175.001,0.11239,9.83477e-10,66.5917,33.2959
175.101,0.11239,9.68835e-10,66.5917,33.2959
175.201,0.11239,9.54411e-10,66.5917,33.2959
175.301,0.11239,9.40202e-10,66.5917,33.2959
175.402,0.11239,9.26205e-10,66.5917,33.2959
175.502,0.11239,9.12416e-10,66.5917,33.2959
175.602,0.11239,8.98832e-10,66.5917,33.2959
175.702,0.11239,8.85451e-10,66.5917,33.2959
175.802,0.11239,8.72269e-10,66.5917,33.2959
175.902,0.11239,8.59283e-10,66.5917,33.2959
176.002,0.11239,8.4649e-10,66.5917,33.2959
176.102,0.11239,8.33888e-10,66.5917,33.2959
176.202,0.11239,8.21473e-10,66.5917,33.2959
176.302,0.11239,8.09243e-10,66.5917,33.2959
176.402,0.11239,7.97196e-10,66.5917,33.2959
176.502,0.11239,7.85327e-10,66.5917,33.2959
176.602,0.11239,7.73636e-10,66.5917,33.2959
176.702,0.11239,7.62118e-10,66.5917,33.2959
176.802,0.11239,7.50772e-10,66.5917,33.2959
176.902,0.11239,7.39595e-10,66.5917,33.2959
177.002,0.11239,7.28584e-10,66.5917,33.2959
177.102,0.11239,7.17737e-10,66.5917,33.2959
177.202,0.11239,7.07052e-10,66.5917,33.2959
177.302,0.11239,6.96525e-10,66.5917,33.2959
177.402,0.11239,6.86156e-10,66.5917,33.2959
177.502,0.11239,6.75941e-10,66.5917,33.2959
177.602,0.11239,6.65878e-10,66.5917,33.2959
177.702,0.11239,6.55964e-10,66.5917,33.2959
177.802,0.11239,6.46198e-10,66.5917,33.2959
177.902,0.11239,6.36578e-10,66.5917,33.2959
178.002,0.11239,6.27101e-10,66.5917,33.2959
178.102,0.11239,6.17765e-10,66.5917,33.2959
178.202,0.11239,6.08568e-10,66.5917,33.2959
178.302,0.11239,5.99508e-10,66.5917,33.2959
178.402,0.11239,5.90583e-10,66.5917,33.2959
178.502,0.11239,5.8179e-10,66.5917,33.2959
178.602,0.11239,5.73129e-10,66.5917,33.2959
178.702,0.11239,5.64596e-10,66.5917,33.2959
178.802,0.11239,5.56191e-10,66.5917,33.2959
178.902,0.11239,5.4791e-10,66.5917,33.2959
179.002,0.11239,5.39753e-10,66.5917,33.2959
179.102,0.11239,5.31718e-10,66.5917,33.2959
179.202,0.11239,5.23802e-10,66.5917,33.2959
179.302,0.11239,5.16003e-10,66.5917,33.2959
179.402,0.11239,5.08321e-10,66.5917,33.2959
179.502,0.11239,5.00754e-10,66.5917,33.2959
179.602,0.11239,4.93299e-10,66.5917,33.2959
179.702,0.11239,4.85955e-10,66.5917,33.2959
179.802,0.11239,4.7872e-10,66.5917,33.2959
179.902,0.11239,4.71593e-10,66.5917,33.2959
180.002,0.11239,4.64572e-10,66.5917,33.2959
180.102,0.11239,4.57656e-10,66.5917,33.2959
180.202,0.11239,4.50842e-10,66.5917,33.2959
180.302,0.11239,4.4413e-10,66.5917,33.2959
180.402,0.11239,4.37518e-10,66.5917,33.2959
180.502,0.11239,4.31005e-10,66.5917,33.2959
180.602,0.11239,4.24588e-10,66.5917,33.2959
180.702,0.11239,4.18267e-10,66.5917,33.2959
180.802,0.11239,4.1204e-10,66.5917,33.2959
180.902,0.11239,4.05906e-10,66.5917,33.2959
181.002,0.11239,3.99863e-10,66.5917,33.2959
181.102,0.11239,3.9391e-10,66.5917,33.2959
181.202,0.11239,3.88045e-10,66.5917,33.2959
181.302,0.11239,3.82268e-10,66.5917,33.2959
181.402,0.11239,3.76577e-10,66.5917,33.2959
181.502,0.11239,3.70971e-10,66.5917,33.2959
181.602,0.11239,3.65448e-10,66.5917,33.2959
181.702,0.11239,3.60007e-10,66.5917,33.2959
181.802,0.11239,3.54648e-10,66.5917,33.2959
181.902,0.11239,3.49368e-10,66.5917,33.2959
182.002,0.11239,3.44167e-10,66.5917,33.2959
182.102,0.11239,3.39043e-10,66.5917,33.2959
182.202,0.11239,3.33995e-10,66.5917,33.2959
182.302,0.11239,3.29023e-10,66.5917,33.2959
182.402,0.11239,3.24124e-10,66.5917,33.2959
182.502,0.11239,3.19299e-10,66.5917,33.2959
182.602,0.11239,3.14545e-10,66.5917,33.2959
182.702,0.11239,3.09863e-10,66.5917,33.2959
182.802,0.11239,3.0525e-10,66.5917,33.2959
182.902,0.11239,3.00705e-10,66.5917,33.2959
183.002,0.11239,2.96228e-10,66.5917,33.2959
183.102,0.11239,2.91818e-10,66.5917,33.2959
183.202,0.11239,2.87474e-10,66.5917,33.2959
183.302,0.11239,2.83194e-10,66.5917,33.2959
183.402,0.11239,2.78978e-10,66.5917,33.2959
183.502,0.11239,2.74824e-10,66.5917,33.2959
183.602,0.11239,2.70733e-10,66.5917,33.2959
183.702,0.11239,2.66702e-10,66.5917,33.2959
183.802,0.11239,2.62732e-10,66.5917,33.2959
183.902,0.11239,2.5882e-10,66.5917,33.2959
184.002,0.11239,2.54967e-10,66.5917,33.2959
184.102,0.11239,2.51171e-10,66.5917,33.2959
184.202,0.11239,2.47432e-10,66.5917,33.2959
184.302,0.11239,2.43748e-10,66.5917,33.2959
184.402,0.11239,2.4012e-10,66.5917,33.2959
184.502,0.11239,2.36545e-10,66.5917,33.2959
184.602,0.11239,2.33023e-10,66.5917,33.2959
184.702,0.11239,2.29554e-10,66.5917,33.2959
184.802,0.11239,2.26136e-10,66.5917,33.2959
184.902,0.11239,2.2277e-10,66.5917,33.2959
185.002,0.11239,2.19453e-10,66.5917,33.2959
185.102,0.11239,2.16186e-10,66.5917,33.2959
185.202,0.11239,2.12968e-10,66.5917,33.2959
185.302,0.11239,2.09797e-10,66.5917,33.2959
185.402,0.11239,2.06674e-10,66.5917,33.2959
185.502,0.11239,2.03597e-10,66.5917,33.2959
185.602,0.11239,2.00566e-10,66.5917,33.2959
185.702,0.11239,1.9758e-10,66.5917,33.2959
185.802,0.11239,1.94638e-10,66.5917,33.2959
185.902,0.11239,1.91741e-10,66.5917,33.2959
186.002,0.11239,1.88886e-10,66.5917,33.2959
186.102,0.11239,1.86074e-10,66.5917,33.2959
186.202,0.11239,1.83304e-10,66.5917,33.2959
186.302,0.11239,1.80575e-10,66.5917,33.2959
186.402,0.11239,1.77887e-10,66.5917,33.2959
186.502,0.11239,1.75238e-10,66.5917,33.2959
186.602,0.11239,1.72629e-10,66.5917,33.2959
186.702,0.11239,1.70059e-10,66.5917,33.2959
186.802,0.11239,1.67528e-10,66.5917,33.2959
186.902,0.11239,1.65033e-10,66.5917,33.2959
187.002,0.11239,1.62577e-10,66.5917,33.2959
187.102,0.11239,1.60156e-10,66.5917,33.2959
187.202,0.11239,1.57772e-10,66.5917,33.2959
187.302,0.11239,1.55423e-10,66.5917,33.2959
187.402,0.11239,1.53109e-10,66.5917,33.2959
187.502,0.11239,1.5083e-10,66.5917,33.2959
187.602,0.11239,1.48584e-10,66.5917,33.2959
187.702,0.11239,1.46372e-10,66.5917,33.2959
187.802,0.11239,1.44193e-10,66.5917,33.2959
187.902,0.11239,1.42046e-10,66.5917,33.2959
188.002,0.11239,1.39932e-10,66.5917,33.2959
188.102,0.11239,1.37848e-10,66.5917,33.2959
188.202,0.11239,1.35796e-10,66.5917,33.2959
188.302,0.11239,1.33774e-10,66.5917,33.2959
188.402,0.11239,1.31783e-10,66.5917,33.2959
188.502,0.11239,1.29821e-10,66.5917,33.2959
188.602,0.11239,1.27888e-10,66.5917,33.2959
188.702,0.11239,1.25984e-10,66.5917,33.2959
188.802,0.11239,1.24109e-10,66.5917,33.2959
188.902,0.11239,1.22261e-10,66.5917,33.2959
189.002,0.11239,1.20441e-10,66.5917,33.2959
189.102,0.11239,1.18648e-10,66.5917,33.2959
189.202,0.11239,1.16881e-10,66.5917,33.2959
189.302,0.11239,1.15141e-10,66.5917,33.2959
189.402,0.11239,1.13427e-10,66.5917,33.2959
189.502,0.11239,1.11738e-10,66.5917,33.2959
189.602,0.11239,1.10075e-10,66.5917,33.2959
189.702,0.11239,1.08436e-10,66.5917,33.2959
189.802,0.11239,1.06822e-10,66.5917,33.2959
189.902,0.11239,1.05231e-10,66.5917,33.2959
190.002,0.11239,1.03665e-10,66.5917,33.2959
190.102,0.11239,1.02121e-10,66.5917,33.2959
190.202,0.11239,1.00601e-10,66.5917,33.2959
190.302,0.11239,9.91034e-11,66.5917,33.2959
190.402,0.11239,9.7628e-11,66.5917,33.2959
190.502,0.11239,9.61745e-11,66.5917,33.2959
190.602,0.11239,9.47427e-11,66.5917,33.2959
190.702,0.11239,9.33322e-11,66.5917,33.2959
190.802,0.11239,9.19427e-11,66.5917,33.2959
190.902,0.11239,9.05739e-11,66.5917,33.2959
191.002,0.11239,8.92255e-11,66.5917,33.2959
191.102,0.11239,8.78972e-11,66.5917,33.2959
191.202,0.11239,8.65886e-11,66.5917,33.2959
191.302,0.11239,8.52995e-11,66.5917,33.2959
191.402,0.11239,8.40296e-11,66.5917,33.2959
191.502,0.11239,8.27786e-11,66.5917,33.2959
191.602,0.11239,8.15462e-11,66.5917,33.2959
191.702,0.11239,8.03322e-11,66.5917,33.2959
191.803,0.11239,7.91362e-11,66.5917,33.2959
191.903,0.11239,7.79581e-11,66.5917,33.2959
192.003,0.11239,7.67975e-11,66.5917,33.2959
192.103,0.11239,7.56541e-11,66.5917,33.2959
192.203,0.11239,7.45278e-11,66.5917,33.2959
192.303,0.11239,7.34183e-11,66.5917,33.2959
192.403,0.11239,7.23253e-11,66.5917,33.2959
192.503,0.11239,7.12485e-11,66.5917,33.2959
192.603,0.11239,7.01878e-11,66.5917,33.2959
192.703,0.11239,6.91429e-11,66.5917,33.2959
192.803,0.11239,6.81135e-11,66.5917,33.2959
192.903,0.11239,6.70994e-11,66.5917,33.2959
193.003,0.11239,6.61005e-11,66.5917,33.2959
193.103,0.11239,6.51164e-11,66.5917,33.2959
193.203,0.11239,6.4147e-11,66.5917,33.2959
193.303,0.11239,6.3192e-11,66.5917,33.2959
193.403,0.11239,6.22512e-11,66.5917,33.2959
193.503,0.11239,6.13244e-11,66.5917,33.2959
193.603,0.11239,6.04115e-11,66.5917,33.2959
193.703,0.11239,5.95121e-11,66.5917,33.2959
193.803,0.11239,5.86261e-11,66.5917,33.2959
193.903,0.11239,5.77533e-11,66.5917,33.2959
194.003,0.11239,5.68935e-11,66.5917,33.2959
194.103,0.11239,5.60465e-11,66.5917,33.2959
194.203,0.11239,5.52121e-11,66.5917,33.2959
194.303,0.11239,5.43901e-11,66.5917,33.2959
194.403,0.11239,5.35804e-11,66.5917,33.2959
194.503,0.11239,5.27827e-11,66.5917,33.2959
194.603,0.11239,5.19969e-11,66.5917,33.2959
194.703,0.11239,5.12228e-11,66.5917,33.2959
194.803,0.11239,5.04602e-11,66.5917,33.2959
194.903,0.11239,4.97089e-11,66.5917,33.2959
195.003,0.11239,4.89689e-11,66.5917,33.2959
195.103,0.11239,4.82399e-11,66.5917,33.2959
195.203,0.11239,4.75217e-11,66.5917,33.2959
195.303,0.11239,4.68142e-11,66.5917,33.2959
195.403,0.11239,4.61173e-11,66.5917,33.2959
195.503,0.11239,4.54307e-11,66.5917,33.2959
195.603,0.11239,4.47543e-11,66.5917,33.2959
195.703,0.11239,4.4088e-11,66.5917,33.2959
195.803,0.11239,4.34317e-11,66.5917,33.2959
195.903,0.11239,4.27851e-11,66.5917,33.2959
196.003,0.11239,4.21481e-11,66.5917,33.2959
196.103,0.11239,4.15206e-11,66.5917,33.2959
196.203,0.11239,4.09025e-11,66.5917,33.2959
196.303,0.11239,4.02935e-11,66.5917,33.2959
196.403,0.11239,3.96937e-11,66.5917,33.2959
196.503,0.11239,3.91027e-11,66.5917,33.2959
196.603,0.11239,3.85206e-11,66.5917,33.2959
196.703,0.11239,3.79471e-11,66.5917,33.2959
196.803,0.11239,3.73822e-11,66.5917,33.2959
196.903,0.11239,3.68256e-11,66.5917,33.2959
197.003,0.11239,3.62774e-11,66.5917,33.2959
197.103,0.11239,3.57373e-11,66.5917,33.2959
197.203,0.11239,3.52053e-11,66.5917,33.2959
197.303,0.11239,3.46811e-11,66.5917,33.2959
197.403,0.11239,3.41648e-11,66.5917,33.2959
197.503,0.11239,3.36562e-11,66.5917,33.2959
197.603,0.11239,3.31551e-11,66.5917,33.2959
197.703,0.11239,3.26615e-11,66.5917,33.2959
197.803,0.11239,3.21753e-11,66.5917,33.2959
197.903,0.11239,3.16963e-11,66.5917,33.2959
198.003,0.11239,3.12244e-11,66.5917,33.2959
198.103,0.11239,3.07595e-11,66.5917,33.2959
198.203,0.11239,3.03016e-11,66.5917,33.2959
198.303,0.11239,2.98505e-11,66.5917,33.2959
198.403,0.11239,2.94061e-11,66.5917,33.2959
198.503,0.11239,2.89683e-11,66.5917,33.2959
198.603,0.11239,2.8537e-11,66.5917,33.2959
198.703,0.11239,2.81122e-11,66.5917,33.2959
198.803,0.11239,2.76936e-11,66.5917,33.2959
198.903,0.11239,2.72813e-11,66.5917,33.2959
199.003,0.11239,2.68752e-11,66.5917,33.2959
199.103,0.11239,2.64751e-11,66.5917,33.2959
199.203,0.11239,2.60809e-11,66.5917,33.2959
199.303,0.11239,2.56926e-11,66.5917,33.2959
199.403,0.11239,2.53101e-11,66.5917,33.2959
199.503,0.11239,2.49333e-11,66.5917,33.2959
199.603,0.11239,2.45621e-11,66.5917,33.2959
199.703,0.11239,2.41965e-11,66.5917,33.2959
199.803,0.11239,2.38362e-11,66.5917,33.2959
199.903,0.11239,2.34814e-11,66.5917,33.2959
200.003,0.11239,2.31318e-11,66.5917,33.2959
